Application,Part Number,Target,Clone,Metal,Reported Reactivity,Format,Technical Data Sheet,Safety Data Sheet,Sample Type,Assay Type
CyTOF (Cytometry),92J006194,Anti-CD45,<div>30-F11</div>,194Pt,Mouse,25 µL,"<a href=""https://fluidigm.my.salesforce.com/sfc/p/700000009DAw/a/4u000001A22f/_95z6KjnQf7BbBObcxN0RIl8pztffLOgsWrjWpDB.8k"" target=""_blank"">TDS-00710</a>","<a href=""https://fluidigm.my.salesforce.com/sfc/p/700000009DAw/a/4u00000183A1/VV57NGLT2fFnqRBmGSU_xnDalw_7V.qhp3Kt.1MjEdY"" target=""_blank"">SDS-00025</a>",various,MaxparOnDemand
CyTOF (Cytometry),92J006195,Anti-CD45,<div>30-F11</div>,195Pt,Mouse,25 µL,"<a href=""https://fluidigm.my.salesforce.com/sfc/p/700000009DAw/a/4u000001A22f/_95z6KjnQf7BbBObcxN0RIl8pztffLOgsWrjWpDB.8k"" target=""_blank"">TDS-00710</a>","<a href=""https://fluidigm.my.salesforce.com/sfc/p/700000009DAw/a/4u00000183A1/VV57NGLT2fFnqRBmGSU_xnDalw_7V.qhp3Kt.1MjEdY"" target=""_blank"">SDS-00025</a>",various,MaxparOnDemand
CyTOF (Cytometry),92J006196,Anti-CD45,<div>30-F11</div>,196Pt,Mouse,25 µL,"<a href=""https://fluidigm.my.salesforce.com/sfc/p/700000009DAw/a/4u000001A22f/_95z6KjnQf7BbBObcxN0RIl8pztffLOgsWrjWpDB.8k"" target=""_blank"">TDS-00710</a>","<a href=""https://fluidigm.my.salesforce.com/sfc/p/700000009DAw/a/4u00000183A1/VV57NGLT2fFnqRBmGSU_xnDalw_7V.qhp3Kt.1MjEdY"" target=""_blank"">SDS-00025</a>",various,MaxparOnDemand
CyTOF (Cytometry),92J006198,Anti-CD45,<div>30-F11</div>,198Pt,Mouse,25 µL,"<a href=""https://fluidigm.my.salesforce.com/sfc/p/700000009DAw/a/4u000001A22f/_95z6KjnQf7BbBObcxN0RIl8pztffLOgsWrjWpDB.8k"" target=""_blank"">TDS-00710</a>","<a href=""https://fluidigm.my.salesforce.com/sfc/p/700000009DAw/a/4u00000183A1/VV57NGLT2fFnqRBmGSU_xnDalw_7V.qhp3Kt.1MjEdY"" target=""_blank"">SDS-00025</a>",various,MaxparOnDemand
CyTOF (Cytometry),92J007112,Anti-CD45R/B220,<div>RA3-6B2</div>,112Cd,"Mouse, Human, Feline",25 µL,"<a href=""https://fluidigm.my.salesforce.com/sfc/p/700000009DAw/a/4u000001A22f/_95z6KjnQf7BbBObcxN0RIl8pztffLOgsWrjWpDB.8k"" target=""_blank"">TDS-00710</a>","<a href=""https://fluidigm.my.salesforce.com/sfc/p/700000009DAw/a/4u000000dlbq/TACqxhBzGNCMUJOdkH1XK6bDuGaTQsGp4vGSePoNz6M"" target=""_blank"">SDS-00021</a>",various,MaxparOnDemand
CyTOF (Cytometry),92J008152,Anti-CD49b,<div>DX5</div>,152Sm,Mouse,25 µL,"<a href=""https://fluidigm.my.salesforce.com/sfc/p/700000009DAw/a/4u000001A22f/_95z6KjnQf7BbBObcxN0RIl8pztffLOgsWrjWpDB.8k"" target=""_blank"">TDS-00710</a>","<a href=""https://fluidigm.my.salesforce.com/sfc/p/700000009DAw/a/4u000001870w/XU6eX2YZtdejnAfGRls.mPHhJTPvhOp30R18ZV_Asw4"" target=""_blank"">MSDS-3000000X</a>",various,MaxparOnDemand
CyTOF (Cytometry),92J008170,Anti-CD49b,<div>DX5</div>,170Er,Mouse,25 µL,"<a href=""https://fluidigm.my.salesforce.com/sfc/p/700000009DAw/a/4u000001A22f/_95z6KjnQf7BbBObcxN0RIl8pztffLOgsWrjWpDB.8k"" target=""_blank"">TDS-00710</a>","<a href=""https://fluidigm.my.salesforce.com/sfc/p/700000009DAw/a/4u000001870w/XU6eX2YZtdejnAfGRls.mPHhJTPvhOp30R18ZV_Asw4"" target=""_blank"">MSDS-3000000X</a>",various,MaxparOnDemand
CyTOF (Cytometry),92J008198,Anti-CD49b,<div>DX5</div>,198Pt,Mouse,25 µL,"<a href=""https://fluidigm.my.salesforce.com/sfc/p/700000009DAw/a/4u000001A22f/_95z6KjnQf7BbBObcxN0RIl8pztffLOgsWrjWpDB.8k"" target=""_blank"">TDS-00710</a>","<a href=""https://fluidigm.my.salesforce.com/sfc/p/700000009DAw/a/4u00000183A1/VV57NGLT2fFnqRBmGSU_xnDalw_7V.qhp3Kt.1MjEdY"" target=""_blank"">SDS-00025</a>",various,MaxparOnDemand
CyTOF (Cytometry),92J009111,Anti-CD8a,<div>53-6.7</div>,111Cd,Mouse,25 µL,"<a href=""https://fluidigm.my.salesforce.com/sfc/p/700000009DAw/a/4u000001A22f/_95z6KjnQf7BbBObcxN0RIl8pztffLOgsWrjWpDB.8k"" target=""_blank"">TDS-00710</a>","<a href=""https://fluidigm.my.salesforce.com/sfc/p/700000009DAw/a/4u000000dlbq/TACqxhBzGNCMUJOdkH1XK6bDuGaTQsGp4vGSePoNz6M"" target=""_blank"">SDS-00021</a>",various,MaxparOnDemand
CyTOF (Cytometry),92J009194,Anti-CD8a,<div>53-6.7</div>,194Pt,Mouse,25 µL,"<a href=""https://fluidigm.my.salesforce.com/sfc/p/700000009DAw/a/4u000001A22f/_95z6KjnQf7BbBObcxN0RIl8pztffLOgsWrjWpDB.8k"" target=""_blank"">TDS-00710</a>","<a href=""https://fluidigm.my.salesforce.com/sfc/p/700000009DAw/a/4u00000183A1/VV57NGLT2fFnqRBmGSU_xnDalw_7V.qhp3Kt.1MjEdY"" target=""_blank"">SDS-00025</a>",various,MaxparOnDemand
CyTOF (Cytometry),92J009196,Anti-CD8a,<div>53-6.7</div>,196Pt,Mouse,25 µL,"<a href=""https://fluidigm.my.salesforce.com/sfc/p/700000009DAw/a/4u000001A22f/_95z6KjnQf7BbBObcxN0RIl8pztffLOgsWrjWpDB.8k"" target=""_blank"">TDS-00710</a>","<a href=""https://fluidigm.my.salesforce.com/sfc/p/700000009DAw/a/4u00000183A1/VV57NGLT2fFnqRBmGSU_xnDalw_7V.qhp3Kt.1MjEdY"" target=""_blank"">SDS-00025</a>",various,MaxparOnDemand
CyTOF (Cytometry),92J010198,Anti-Ly-6C,<div>HK1.4</div>,198Pt,Mouse,25 µL,"<a href=""https://fluidigm.my.salesforce.com/sfc/p/700000009DAw/a/4u000001A22f/_95z6KjnQf7BbBObcxN0RIl8pztffLOgsWrjWpDB.8k"" target=""_blank"">TDS-00710</a>","<a href=""https://fluidigm.my.salesforce.com/sfc/p/700000009DAw/a/4u00000183A1/VV57NGLT2fFnqRBmGSU_xnDalw_7V.qhp3Kt.1MjEdY"" target=""_blank"">SDS-00025</a>",various,MaxparOnDemand
CyTOF (Cytometry),92J011148,Anti-Ly-6G,<div>1A8</div>,148Nd,Mouse,25 µL,"<a href=""https://fluidigm.my.salesforce.com/sfc/p/700000009DAw/a/4u000001A22f/_95z6KjnQf7BbBObcxN0RIl8pztffLOgsWrjWpDB.8k"" target=""_blank"">TDS-00710</a>","<a href=""https://fluidigm.my.salesforce.com/sfc/p/700000009DAw/a/4u000001870w/XU6eX2YZtdejnAfGRls.mPHhJTPvhOp30R18ZV_Asw4"" target=""_blank"">MSDS-3000000X</a>",various,MaxparOnDemand
CyTOF (Cytometry),92J011195,Anti-Ly-6G,<div>1A8</div>,195Pt,Mouse,25 µL,"<a href=""https://fluidigm.my.salesforce.com/sfc/p/700000009DAw/a/4u000001A22f/_95z6KjnQf7BbBObcxN0RIl8pztffLOgsWrjWpDB.8k"" target=""_blank"">TDS-00710</a>","<a href=""https://fluidigm.my.salesforce.com/sfc/p/700000009DAw/a/4u00000183A1/VV57NGLT2fFnqRBmGSU_xnDalw_7V.qhp3Kt.1MjEdY"" target=""_blank"">SDS-00025</a>",various,MaxparOnDemand
CyTOF (Cytometry),92J012106,Anti-MHC Class II,<div>M5/114.15.2</div>,106Cd,Mouse,25 µL,"<a href=""https://fluidigm.my.salesforce.com/sfc/p/700000009DAw/a/4u000001A22f/_95z6KjnQf7BbBObcxN0RIl8pztffLOgsWrjWpDB.8k"" target=""_blank"">TDS-00710</a>","<a href=""https://fluidigm.my.salesforce.com/sfc/p/700000009DAw/a/4u000000dlbq/TACqxhBzGNCMUJOdkH1XK6bDuGaTQsGp4vGSePoNz6M"" target=""_blank"">SDS-00021</a>",various,MaxparOnDemand
CyTOF (Cytometry),92J013174,Anti-CD25,<div>3C7</div>,174Yb,Mouse,25 µL,"<a href=""https://fluidigm.my.salesforce.com/sfc/p/700000009DAw/a/4u000001A22f/_95z6KjnQf7BbBObcxN0RIl8pztffLOgsWrjWpDB.8k"" target=""_blank"">TDS-00710</a>","<a href=""https://fluidigm.my.salesforce.com/sfc/p/700000009DAw/a/4u000001870w/XU6eX2YZtdejnAfGRls.mPHhJTPvhOp30R18ZV_Asw4"" target=""_blank"">MSDS-3000000X</a>",various,MaxparOnDemand
CyTOF (Cytometry),92J014172,Anti-TCRγδ,<div>GL3</div>,172Yb,Mouse,25 µL,"<a href=""https://fluidigm.my.salesforce.com/sfc/p/700000009DAw/a/4u000001A22f/_95z6KjnQf7BbBObcxN0RIl8pztffLOgsWrjWpDB.8k"" target=""_blank"">TDS-00710</a>","<a href=""https://fluidigm.my.salesforce.com/sfc/p/700000009DAw/a/4u000001870w/XU6eX2YZtdejnAfGRls.mPHhJTPvhOp30R18ZV_Asw4"" target=""_blank"">MSDS-3000000X</a>",various,MaxparOnDemand
CyTOF (Cytometry),92J014155,Anti-TCRγδ,<div>GL3</div>,155Gd,Mouse,25 µL,"<a href=""https://fluidigm.my.salesforce.com/sfc/p/700000009DAw/a/4u000001A22f/_95z6KjnQf7BbBObcxN0RIl8pztffLOgsWrjWpDB.8k"" target=""_blank"">TDS-00710</a>","<a href=""https://fluidigm.my.salesforce.com/sfc/p/700000009DAw/a/4u000001870w/XU6eX2YZtdejnAfGRls.mPHhJTPvhOp30R18ZV_Asw4"" target=""_blank"">MSDS-3000000X</a>",various,MaxparOnDemand
CyTOF (Cytometry),92J015176,Anti-CD197/CCR7,<div>4B12</div>,176Yb,Mouse,25 µL,"<a href=""https://fluidigm.my.salesforce.com/sfc/p/700000009DAw/a/4u000001A22f/_95z6KjnQf7BbBObcxN0RIl8pztffLOgsWrjWpDB.8k"" target=""_blank"">TDS-00710</a>","<a href=""https://fluidigm.my.salesforce.com/sfc/p/700000009DAw/a/4u000001870w/XU6eX2YZtdejnAfGRls.mPHhJTPvhOp30R18ZV_Asw4"" target=""_blank"">MSDS-3000000X</a>",various,MaxparOnDemand
CyTOF (Cytometry),92J015163,Anti-CD197/CCR7,<div>4B12</div>,163Dy,Mouse,25 µL,"<a href=""https://fluidigm.my.salesforce.com/sfc/p/700000009DAw/a/4u000001A22f/_95z6KjnQf7BbBObcxN0RIl8pztffLOgsWrjWpDB.8k"" target=""_blank"">TDS-00710</a>","<a href=""https://fluidigm.my.salesforce.com/sfc/p/700000009DAw/a/4u000001870w/XU6eX2YZtdejnAfGRls.mPHhJTPvhOp30R18ZV_Asw4"" target=""_blank"">MSDS-3000000X</a>",various,MaxparOnDemand
CyTOF (Cytometry),92J016165,Anti-CD127/IL-7Rα,<div>A7R34</div>,165Ho,"Mouse, Human",25 µL,"<a href=""https://fluidigm.my.salesforce.com/sfc/p/700000009DAw/a/4u000001A22f/_95z6KjnQf7BbBObcxN0RIl8pztffLOgsWrjWpDB.8k"" target=""_blank"">TDS-00710</a>","<a href=""https://fluidigm.my.salesforce.com/sfc/p/700000009DAw/a/4u000001870w/XU6eX2YZtdejnAfGRls.mPHhJTPvhOp30R18ZV_Asw4"" target=""_blank"">MSDS-3000000X</a>",various,MaxparOnDemand
CyTOF (Cytometry),92J016173,Anti-CD127/IL-7Rα,<div>A7R34</div>,173Yb,"Mouse, Human",25 µL,"<a href=""https://fluidigm.my.salesforce.com/sfc/p/700000009DAw/a/4u000001A22f/_95z6KjnQf7BbBObcxN0RIl8pztffLOgsWrjWpDB.8k"" target=""_blank"">TDS-00710</a>","<a href=""https://fluidigm.my.salesforce.com/sfc/p/700000009DAw/a/4u000001870w/XU6eX2YZtdejnAfGRls.mPHhJTPvhOp30R18ZV_Asw4"" target=""_blank"">MSDS-3000000X</a>",various,MaxparOnDemand
CyTOF (Cytometry),92J017154,Anti-CD170/Siglec-F,<div>S17007L</div>,154Sm,Mouse,25 µL,"<a href=""https://fluidigm.my.salesforce.com/sfc/p/700000009DAw/a/4u000001A22f/_95z6KjnQf7BbBObcxN0RIl8pztffLOgsWrjWpDB.8k"" target=""_blank"">TDS-00710</a>","<a href=""https://fluidigm.my.salesforce.com/sfc/p/700000009DAw/a/4u000001870w/XU6eX2YZtdejnAfGRls.mPHhJTPvhOp30R18ZV_Asw4"" target=""_blank"">MSDS-3000000X</a>",various,MaxparOnDemand
CyTOF (Cytometry),92J017163,Anti-CD170/Siglec-F,<div>S17007L</div>,163Dy,Mouse,25 µL,"<a href=""https://fluidigm.my.salesforce.com/sfc/p/700000009DAw/a/4u000001A22f/_95z6KjnQf7BbBObcxN0RIl8pztffLOgsWrjWpDB.8k"" target=""_blank"">TDS-00710</a>","<a href=""https://fluidigm.my.salesforce.com/sfc/p/700000009DAw/a/4u000001870w/XU6eX2YZtdejnAfGRls.mPHhJTPvhOp30R18ZV_Asw4"" target=""_blank"">MSDS-3000000X</a>",various,MaxparOnDemand
CyTOF (Cytometry),92J018152,Anti-XCR1,<div>ZET</div>,152Sm,"Mouse, Rat",25 µL,"<a href=""https://fluidigm.my.salesforce.com/sfc/p/700000009DAw/a/4u000001A22f/_95z6KjnQf7BbBObcxN0RIl8pztffLOgsWrjWpDB.8k"" target=""_blank"">TDS-00710</a>","<a href=""https://fluidigm.my.salesforce.com/sfc/p/700000009DAw/a/4u000001870w/XU6eX2YZtdejnAfGRls.mPHhJTPvhOp30R18ZV_Asw4"" target=""_blank"">MSDS-3000000X</a>",various,MaxparOnDemand
CyTOF (Cytometry),92J018175,Anti-XCR1,<div>ZET</div>,175Lu,"Mouse, Rat",25 µL,"<a href=""https://fluidigm.my.salesforce.com/sfc/p/700000009DAw/a/4u000001A22f/_95z6KjnQf7BbBObcxN0RIl8pztffLOgsWrjWpDB.8k"" target=""_blank"">TDS-00710</a>","<a href=""https://fluidigm.my.salesforce.com/sfc/p/700000009DAw/a/4u000001870w/XU6eX2YZtdejnAfGRls.mPHhJTPvhOp30R18ZV_Asw4"" target=""_blank"">MSDS-3000000X</a>",various,MaxparOnDemand
CyTOF (Cytometry),92J019173,Anti-F4/80,<div>BM8</div>,173Yb,Mouse,25 µL,"<a href=""https://fluidigm.my.salesforce.com/sfc/p/700000009DAw/a/4u000001A22f/_95z6KjnQf7BbBObcxN0RIl8pztffLOgsWrjWpDB.8k"" target=""_blank"">TDS-00710</a>","<a href=""https://fluidigm.my.salesforce.com/sfc/p/700000009DAw/a/4u000001870w/XU6eX2YZtdejnAfGRls.mPHhJTPvhOp30R18ZV_Asw4"" target=""_blank"">MSDS-3000000X</a>",various,MaxparOnDemand
CyTOF (Cytometry),92J019151,Anti-F4/80,<div>BM8</div>,151Eu,Mouse,25 µL,"<a href=""https://fluidigm.my.salesforce.com/sfc/p/700000009DAw/a/4u000001A22f/_95z6KjnQf7BbBObcxN0RIl8pztffLOgsWrjWpDB.8k"" target=""_blank"">TDS-00710</a>","<a href=""https://fluidigm.my.salesforce.com/sfc/p/700000009DAw/a/4u000001870w/XU6eX2YZtdejnAfGRls.mPHhJTPvhOp30R18ZV_Asw4"" target=""_blank"">MSDS-3000000X</a>",various,MaxparOnDemand
CyTOF (Cytometry),92J019161,Anti-F4/80,<div>BM8</div>,161Dy,Mouse,25 µL,"<a href=""https://fluidigm.my.salesforce.com/sfc/p/700000009DAw/a/4u000001A22f/_95z6KjnQf7BbBObcxN0RIl8pztffLOgsWrjWpDB.8k"" target=""_blank"">TDS-00710</a>","<a href=""https://fluidigm.my.salesforce.com/sfc/p/700000009DAw/a/4u000001870w/XU6eX2YZtdejnAfGRls.mPHhJTPvhOp30R18ZV_Asw4"" target=""_blank"">MSDS-3000000X</a>",various,MaxparOnDemand
CyTOF (Cytometry),92J020155,Anti-CX3CR1,<div>SA011F11</div>,155Gd,Mouse,25 µL,"<a href=""https://fluidigm.my.salesforce.com/sfc/p/700000009DAw/a/4u000001A22f/_95z6KjnQf7BbBObcxN0RIl8pztffLOgsWrjWpDB.8k"" target=""_blank"">TDS-00710</a>","<a href=""https://fluidigm.my.salesforce.com/sfc/p/700000009DAw/a/4u000001870w/XU6eX2YZtdejnAfGRls.mPHhJTPvhOp30R18ZV_Asw4"" target=""_blank"">MSDS-3000000X</a>",various,MaxparOnDemand
CyTOF (Cytometry),92J020149,Anti-CX3CR1,<div>SA011F11</div>,149Sm,Mouse,25 µL,"<a href=""https://fluidigm.my.salesforce.com/sfc/p/700000009DAw/a/4u000001A22f/_95z6KjnQf7BbBObcxN0RIl8pztffLOgsWrjWpDB.8k"" target=""_blank"">TDS-00710</a>","<a href=""https://fluidigm.my.salesforce.com/sfc/p/700000009DAw/a/4u000001870w/XU6eX2YZtdejnAfGRls.mPHhJTPvhOp30R18ZV_Asw4"" target=""_blank"">MSDS-3000000X</a>",various,MaxparOnDemand
CyTOF (Cytometry),92J021175,Anti-CD62L,<div>MEL-14</div>,175Lu,Mouse,25 µL,"<a href=""https://fluidigm.my.salesforce.com/sfc/p/700000009DAw/a/4u000001A22f/_95z6KjnQf7BbBObcxN0RIl8pztffLOgsWrjWpDB.8k"" target=""_blank"">TDS-00710</a>","<a href=""https://fluidigm.my.salesforce.com/sfc/p/700000009DAw/a/4u000001870w/XU6eX2YZtdejnAfGRls.mPHhJTPvhOp30R18ZV_Asw4"" target=""_blank"">MSDS-3000000X</a>",various,MaxparOnDemand
CyTOF (Cytometry),92J021166,Anti-CD62L,<div>MEL-14</div>,166Er,Mouse,25 µL,"<a href=""https://fluidigm.my.salesforce.com/sfc/p/700000009DAw/a/4u000001A22f/_95z6KjnQf7BbBObcxN0RIl8pztffLOgsWrjWpDB.8k"" target=""_blank"">TDS-00710</a>","<a href=""https://fluidigm.my.salesforce.com/sfc/p/700000009DAw/a/4u000001870w/XU6eX2YZtdejnAfGRls.mPHhJTPvhOp30R18ZV_Asw4"" target=""_blank"">MSDS-3000000X</a>",various,MaxparOnDemand
CyTOF (Cytometry),92J022166,Anti-CD86,<div>A17199A</div>,166Er,Mouse,25 µL,"<a href=""https://fluidigm.my.salesforce.com/sfc/p/700000009DAw/a/4u000001A22f/_95z6KjnQf7BbBObcxN0RIl8pztffLOgsWrjWpDB.8k"" target=""_blank"">TDS-00710</a>","<a href=""https://fluidigm.my.salesforce.com/sfc/p/700000009DAw/a/4u000001870w/XU6eX2YZtdejnAfGRls.mPHhJTPvhOp30R18ZV_Asw4"" target=""_blank"">MSDS-3000000X</a>",various,MaxparOnDemand
CyTOF (Cytometry),92J022163,Anti-CD86,<div>A17199A</div>,163Dy,Mouse,25 µL,"<a href=""https://fluidigm.my.salesforce.com/sfc/p/700000009DAw/a/4u000001A22f/_95z6KjnQf7BbBObcxN0RIl8pztffLOgsWrjWpDB.8k"" target=""_blank"">TDS-00710</a>","<a href=""https://fluidigm.my.salesforce.com/sfc/p/700000009DAw/a/4u000001870w/XU6eX2YZtdejnAfGRls.mPHhJTPvhOp30R18ZV_Asw4"" target=""_blank"">MSDS-3000000X</a>",various,MaxparOnDemand
CyTOF (Cytometry),92J022158,Anti-CD86,<div>A17199A</div>,158Gd,Mouse,25 µL,"<a href=""https://fluidigm.my.salesforce.com/sfc/p/700000009DAw/a/4u000001A22f/_95z6KjnQf7BbBObcxN0RIl8pztffLOgsWrjWpDB.8k"" target=""_blank"">TDS-00710</a>","<a href=""https://fluidigm.my.salesforce.com/sfc/p/700000009DAw/a/4u000001870w/XU6eX2YZtdejnAfGRls.mPHhJTPvhOp30R18ZV_Asw4"" target=""_blank"">MSDS-3000000X</a>",various,MaxparOnDemand
CyTOF (Cytometry),92J022172,Anti-CD86,<div>A17199A</div>,172Yb,Mouse,25 µL,"<a href=""https://fluidigm.my.salesforce.com/sfc/p/700000009DAw/a/4u000001A22f/_95z6KjnQf7BbBObcxN0RIl8pztffLOgsWrjWpDB.8k"" target=""_blank"">TDS-00710</a>","<a href=""https://fluidigm.my.salesforce.com/sfc/p/700000009DAw/a/4u000001870w/XU6eX2YZtdejnAfGRls.mPHhJTPvhOp30R18ZV_Asw4"" target=""_blank"">MSDS-3000000X</a>",various,MaxparOnDemand
CyTOF (Cytometry),92J023166,Anti-CD80/B7-1,<div>16-10A1</div>,166Er,Mouse,25 µL,"<a href=""https://fluidigm.my.salesforce.com/sfc/p/700000009DAw/a/4u000001A22f/_95z6KjnQf7BbBObcxN0RIl8pztffLOgsWrjWpDB.8k"" target=""_blank"">TDS-00710</a>","<a href=""https://fluidigm.my.salesforce.com/sfc/p/700000009DAw/a/4u000001870w/XU6eX2YZtdejnAfGRls.mPHhJTPvhOp30R18ZV_Asw4"" target=""_blank"">MSDS-3000000X</a>",various,MaxparOnDemand
CyTOF (Cytometry),92J023158,Anti-CD80/B7-1,<div>16-10A1</div>,158Gd,Mouse,25 µL,"<a href=""https://fluidigm.my.salesforce.com/sfc/p/700000009DAw/a/4u000001A22f/_95z6KjnQf7BbBObcxN0RIl8pztffLOgsWrjWpDB.8k"" target=""_blank"">TDS-00710</a>","<a href=""https://fluidigm.my.salesforce.com/sfc/p/700000009DAw/a/4u000001870w/XU6eX2YZtdejnAfGRls.mPHhJTPvhOp30R18ZV_Asw4"" target=""_blank"">MSDS-3000000X</a>",various,MaxparOnDemand
CyTOF (Cytometry),92J024168,Anti-CD138/SDC1,<div>281-2</div>,168Er,Mouse,25 µL,"<a href=""https://fluidigm.my.salesforce.com/sfc/p/700000009DAw/a/4u000001A22f/_95z6KjnQf7BbBObcxN0RIl8pztffLOgsWrjWpDB.8k"" target=""_blank"">TDS-00710</a>","<a href=""https://fluidigm.my.salesforce.com/sfc/p/700000009DAw/a/4u000001870w/XU6eX2YZtdejnAfGRls.mPHhJTPvhOp30R18ZV_Asw4"" target=""_blank"">MSDS-3000000X</a>",various,MaxparOnDemand
CyTOF (Cytometry),92J024163,Anti-CD138/SDC1,<div>281-2</div>,163Dy,Mouse,25 µL,"<a href=""https://fluidigm.my.salesforce.com/sfc/p/700000009DAw/a/4u000001A22f/_95z6KjnQf7BbBObcxN0RIl8pztffLOgsWrjWpDB.8k"" target=""_blank"">TDS-00710</a>","<a href=""https://fluidigm.my.salesforce.com/sfc/p/700000009DAw/a/4u000001870w/XU6eX2YZtdejnAfGRls.mPHhJTPvhOp30R18ZV_Asw4"" target=""_blank"">MSDS-3000000X</a>",various,MaxparOnDemand
CyTOF (Cytometry),92J025171,Anti-CD19,<div>6D5</div>,171Yb,Mouse,25 µL,"<a href=""https://fluidigm.my.salesforce.com/sfc/p/700000009DAw/a/4u000001A22f/_95z6KjnQf7BbBObcxN0RIl8pztffLOgsWrjWpDB.8k"" target=""_blank"">TDS-00710</a>","<a href=""https://fluidigm.my.salesforce.com/sfc/p/700000009DAw/a/4u000001870w/XU6eX2YZtdejnAfGRls.mPHhJTPvhOp30R18ZV_Asw4"" target=""_blank"">MSDS-3000000X</a>",various,MaxparOnDemand
CyTOF (Cytometry),92J007114,Anti-CD45R/B220,<div>RA3-6B2</div>,114Cd,"Mouse, Human, Feline",25 µL,"<a href=""https://fluidigm.my.salesforce.com/sfc/p/700000009DAw/a/4u000001A22f/_95z6KjnQf7BbBObcxN0RIl8pztffLOgsWrjWpDB.8k"" target=""_blank"">TDS-00710</a>","<a href=""https://fluidigm.my.salesforce.com/sfc/p/700000009DAw/a/4u000000dlbq/TACqxhBzGNCMUJOdkH1XK6bDuGaTQsGp4vGSePoNz6M"" target=""_blank"">SDS-00021</a>",various,MaxparOnDemand
CyTOF (Cytometry),92J026164,Anti-CD274/PD-L1,<div>MIH5</div>,164Dy,"Mouse, Human",25 µL,"<a href=""https://fluidigm.my.salesforce.com/sfc/p/700000009DAw/a/4u000001A22f/_95z6KjnQf7BbBObcxN0RIl8pztffLOgsWrjWpDB.8k"" target=""_blank"">TDS-00710</a>","<a href=""https://fluidigm.my.salesforce.com/sfc/p/700000009DAw/a/4u000001870w/XU6eX2YZtdejnAfGRls.mPHhJTPvhOp30R18ZV_Asw4"" target=""_blank"">MSDS-3000000X</a>",various,MaxparOnDemand
CyTOF (Cytometry),92J027110,Anti-IgD,<div>11-26c.2a</div>,110Cd,Mouse,25 µL,"<a href=""https://fluidigm.my.salesforce.com/sfc/p/700000009DAw/a/4u000001A22f/_95z6KjnQf7BbBObcxN0RIl8pztffLOgsWrjWpDB.8k"" target=""_blank"">TDS-00710</a>","<a href=""https://fluidigm.my.salesforce.com/sfc/p/700000009DAw/a/4u000000dlbq/TACqxhBzGNCMUJOdkH1XK6bDuGaTQsGp4vGSePoNz6M"" target=""_blank"">SDS-00021</a>",various,MaxparOnDemand
CyTOF (Cytometry),92J005106,Anti-CD44,<div>IM7</div>,106Cd,"Mouse, Human, Chimpanzee, Baboon, Cynomolgus Macaque, Rhesus Macaque, Squirrel Monkey, Equine, Bovine, Porcine, Canine, Feline",25 µL,"<a href=""https://fluidigm.my.salesforce.com/sfc/p/700000009DAw/a/4u000001A22f/_95z6KjnQf7BbBObcxN0RIl8pztffLOgsWrjWpDB.8k"" target=""_blank"">TDS-00710</a>","<a href=""https://fluidigm.my.salesforce.com/sfc/p/700000009DAw/a/4u000000dlbq/TACqxhBzGNCMUJOdkH1XK6bDuGaTQsGp4vGSePoNz6M"" target=""_blank"">SDS-00021</a>",various,MaxparOnDemand
CyTOF (Cytometry),92J005114,Anti-CD44,<div>IM7</div>,114Cd,"Mouse, Human, Chimpanzee, Baboon, Cynomolgus Macaque, Rhesus Macaque, Squirrel Monkey, Equine, Bovine, Porcine, Canine, Feline",25 µL,"<a href=""https://fluidigm.my.salesforce.com/sfc/p/700000009DAw/a/4u000001A22f/_95z6KjnQf7BbBObcxN0RIl8pztffLOgsWrjWpDB.8k"" target=""_blank"">TDS-00710</a>","<a href=""https://fluidigm.my.salesforce.com/sfc/p/700000009DAw/a/4u000000dlbq/TACqxhBzGNCMUJOdkH1XK6bDuGaTQsGp4vGSePoNz6M"" target=""_blank"">SDS-00021</a>",various,MaxparOnDemand
CyTOF (Cytometry),92J028111,Anti-CD24,<div>M1/69</div>,111Cd,Mouse,25 µL,"<a href=""https://fluidigm.my.salesforce.com/sfc/p/700000009DAw/a/4u000001A22f/_95z6KjnQf7BbBObcxN0RIl8pztffLOgsWrjWpDB.8k"" target=""_blank"">TDS-00710</a>","<a href=""https://fluidigm.my.salesforce.com/sfc/p/700000009DAw/a/4u000000dlbq/TACqxhBzGNCMUJOdkH1XK6bDuGaTQsGp4vGSePoNz6M"" target=""_blank"">SDS-00021</a>",various,MaxparOnDemand
CyTOF (Cytometry),92J029169,Anti-CD21/CD35,<div>7G6</div>,169Tm,Mouse,25 µL,"<a href=""https://fluidigm.my.salesforce.com/sfc/p/700000009DAw/a/4u000001A22f/_95z6KjnQf7BbBObcxN0RIl8pztffLOgsWrjWpDB.8k"" target=""_blank"">TDS-00710</a>","<a href=""https://fluidigm.my.salesforce.com/sfc/p/700000009DAw/a/4u000001870w/XU6eX2YZtdejnAfGRls.mPHhJTPvhOp30R18ZV_Asw4"" target=""_blank"">MSDS-3000000X</a>",various,MaxparOnDemand
